,rating,comment
19636,1.0,thử mẹt nướng ưng_ý đẫm béo ngậythịt hấp đậm thơm thích giấy_bạc ủng_hộ shop
38586,1.0,mặt_trời thích trân_châu đen yêu yêu
28118,1.0,rẻ
9293,1.0,rẻ chất_lượng địa_chỉ trừ kê trộn nướng bánh_tráng chiên lắc hợp ổn chê nhắc nhẹ chiên bá cháy thơm béo_ngậy miệng thân_thiện ủng_hộ dài_dài
13293,1.0,mát_mẻ đa_dạng hợp_lý gỏi hải_sản nướng tươi ngâm lạ_miệng tươi phục_vụ nhẹn
37284,1.0,thất tất tuyệt mát thơm đậm cực thích xoài lạ mặn mặn béo khác_biệt không_béo thạch giòn nghiện
13690,1.0,người_nhà nhắc nướng nướng ấn_tượng chiên bình_thường mắc nướng mê nướng ươm trông mỡ_màng vàng_óng đẹp_mắt tẩm ướp thấm chấm
30818,1.0,nan
22205,1.0,thích bánh_xèo thoả_mãn sở_thích nước_chấm bánh_xèo quấn quấn khám_phá húng lủi lủi
26703,1.0,đâythật tuyệt không_nhà sang_trọng khẩu_vị việt nước_chấm nướng không_sợ múi lưu thích ngộ_nghĩnh giới_thiệu
15592,1.0,mặt_tiền rộng rộng_rãi ghé huế phú bánh_xèo khọt bánh_bèo uống mơ thử uống
19512,1.0,nhắc khuyến_khích thử thử ăn_uống khó_tính hủ_tiếu khô ổn nêm nếm cực béo đựng sạch_sẽ thèm làm_biếng đặt_hàng
19295,1.0,đông đợi không_chiên đợi chiên manbánh đồn chả_thấy bình_thường dở rẻ kêu
25161,1.0,xuất acoutic biểu_diễn hàng_quà tặng
2688,1.0,cực đẹp phục_vụ
25830,1.0,uống uống nổi
18759,1.0,mở_cửa bình_thường không_tươi không_kĩ độn chấm hợp_lý
23390,1.0,căng không_thích
39949,1.0,nan
14900,1.0,không_quá mặc_dù hướng_dẫn lóng_ngóng chả_cá ổn khô cực thích hợp không_thích vụn không_đặc sắc rùi thử
21353,1.0,ngã ngút đông vỉa_hè chật chả_bình đầy_đặn sống nhơ
26881,1.0,nóng thơm mát lạnh tê sáo vũng_tàu chứng_nhận
43338,1.0,đùa tăng_giá nếm khổ thái ốc thái hợp duyệt rộng vệ đông quên tạm ổn
36051,1.0,đậm không_bị sạch thoải_mái nhiệt_tình mềm
5716,1.0,quảng bún_bò cộng đẹp mỳ cộng tươi ăn_ở mỳ trắng_nuột ướp phụng mỳ dở cuộc_đời dở
19051,1.0,không_đọc tô miếng toàn mỏng thích ếch ướp mặn
4198,1.0,phát ghiền
4776,1.0,vũng_tàu nổi_tiếng lận hoạt_động kêu bò mềm không_thích hành gắp khó_chịu ổn kêu gía phục_vụ tốt đông myanhnguyenthi ăn_uống
3286,1.0,địa_điểm để_ý không_nằm hẳn đông nóng thái_độ đông bớt không_tỏ khó_chịu chất_lượng thơm cưỡng hủ_tiếu tóp_mỡ mềm nhẹ lựa_chọn hủ_tiếu bánh_mì viên hợp thử
12282,1.0,sốt xé
17864,1.0,bánh_mì nước_dừa_xiêm tour mệt_mỏi mát nước_dừa mát uống thích không_nhớ
27089,1.0,tươi hộp cảm_giác lạ lạ
40866,1.0,vô_cùng tươi độc_nhất toàn_cảnh thành_phố
9343,1.0,ghé thử không_mát thoáng mát thích nhẹ béo béo kèm ổn
22333,1.0,xíu rẻ đối bàn_ghế nhiên nóng cảm_giác ngộp thở đông lạ miễn_phí phục_vụ uống rót
7440,1.0,đồ_ăn hợp_lí khuyên máy_lạnh sạch_sẽ trừ phục_vụ khắc_phục
27611,1.0,đẹp ấm_cúng thích_hợp thích chụp sống ảo béo một_chút đào không_vừa phú trương thử
35330,1.0,thơm sạch_sẽ tươi nhiệt_tình ghé hoài
38626,1.0,đồ_ăn đẹp_mắt chê đk đậu
22742,1.0,cực chụp đẹp toàn đẹp bingsu cực rẻ đj
4938,1.0,địa_điểm không_rộng đẹp đa_dạng truyền_thống đỏ trắng rẻ chất_lượng tốt dắt
22505,1.0,cháo_lòng giá_cả hợp_lý
22259,1.0,đại_học đông nghẹt đa_số hút trái_cây tươi sạch_sẽ chuối_khô rim hợp đình phục_vụ mắn
14419,1.0,rẻ không_chê
21827,1.0,đậu thích lật không_ăn mắm đổi thành mắm kèm trừ dơ cảm_giác
11628,1.0,vô nguyễn_nó thành số_chẵn số_lẻ mặt_tiền sát nấu lạt không_đậm cộng lạ thử ý_kiến
15989,1.0,ngoại nhà_ăn lúc_lắc rẻ xử không_dầu không_ngán thơm không_bị khô nếm phục_vụ
25173,1.0,famous distribute
11112,1.0,không_quán thoáng mát thana không_đến đông thoải_mái đầy_đặn nhiề chất_lượng đậm_đà tươi dầy niêm_yết rõ_ràng thích niêm_yết rõ_ràng căn_bản ngại
4922,1.0,nan
22268,1.0,khát_nước ghé trái_cây đông đậu trái_cây tươi kèm sáo ổn lâu_đời liên_tục nóng
15313,1.0,vô lận sợ không_hề cám_ơn dễ_thương chê yêu trừ không_phù_hợp việt cười đổi qán cắm
11426,1.0,bánh_cuốn cắn không_bị nát không_bị rớt mềm thích thơm đẹp bánh_cuốn
31128,1.0,uống ngắm cộ mát bắt lấn lề_đường di_chuyển hợp phục_vụ đông kiếm kêu lộn tính_nhẩm chế tạm
16836,1.0,làm_ăn đút hài_lòng sạch_sẽ cười
7604,1.0,thèm đông đói tô lượt không_sợ bàn lựa_chọn sạch_sẽ tô lên_giá không_đổi
4997,1.0,nấu đậu thơm bá cháy tiếp
36740,1.0,rán cháy đen chán không_giòn không_rẻ
7427,1.0,trí yêu vẽ cực nước_ép uống đậm
8446,1.0,vặt nhậu rẻ đồ_ăn tự_nhiên ốc ghé
2662,1.0,hợp_lý không_thoải
17619,1.0,trương đông mở_cửa phục_vụ tốt đa_dạng nướng gỏi đẹp_mắt phá rẻ chế_biến tương_đối tươi
10928,1.0,chán chẳng_biết lướt trông thử bánh_mì thịt_nướng ạm đắt không_ở hì kèm hợp bình_thường nở xứng_đáng
12996,1.0,ăn_vặt quên thánh ghiền rẻ muối không_đi toàn ghé ăn_vặt trái_cây hết_mình hết_hồn rẻ
12828,1.0,rẻ rẻ dã đẩy kèm hành ngán kèm bớt đông địa_phương
43293,1.0,cắt bự ập thời_buổi giá_cả lê update tóp_mỡ thơm chiên mặc_dù muối_tiêu xài đậu không_thiếu kêu lạng chiên nguyên sựt nhâm đáp đớp tại_chỗ dựa
18337,1.0,nan
32437,1.0,kè nhậu bự
39584,1.0,bingsu hàn biến_tấu việt bào đỏ xoài đậu_đỏ tô đẹp_mắt ngắm
39406,1.0,mời ăn_ở đổi ấn_tượng lạ_lùng thích thân_thiện
6706,1.0,uống nhưnh bày tốt bảo không_hẹp uống
14096,1.0,yến_sào súp tốt trẻ hợp súp hào bào_ngư hải_sâm động ổn dày miến mặn không_thì
9018,1.0,tần lạ gắp nóng_hổi mềm ngải_cứu húp trọn cách_thuỷ gà_tần không_bị tần bể đỏ ngập
43079,1.0,trở_lại thử chất_lượng đẹp chiên
33350,1.0,cười_cười_cười kết_hợp manocanh cưới đẹp trí cưới hàng yêu đồ_uống matcha nhiệt_tình nhẹn ủng_hộ cười
15986,1.0,phát_hiện né không_lớn tươi
23526,1.0,chiên nhậu trứng nướng hôi đặc_trưng
21098,1.0,đói bánh_mì đối_diện nhiệt_tình rẻ đói lưu_tâm
23775,1.0,nan
15187,1.0,dạ_dày thèm đậu kéo đánh đông chật_chội không_tồi xuất đậu chả_cá đậu đậu rán nóng_bỏng chấm tuyệt sống sạch_sẽ bonus thơm nhẹn đông
37891,1.0,đông tò_mò thử giá_cả hợp_lý nghiện khắp giòn văn_phòng ngại sợ cân nấu thập_cẩm thạch hnao thử nhiệt_tình
24935,1.0,căng vừa_miệng hạt_dẻ nóng chậm
33308,1.0,sầu_riêng snowskin trừi dã đắt_đỏ bảo_quản mát múi tươi liên_hệ hẳn
24017,1.0,nổi_tiếng thoảng ghé tiện uống uống việt thích nướng thơm ngậy
16524,1.0,bảo nổi_tiếng rộng_rãi thoải_mái bề_bề thơm vừa_vặn
16445,1.0,lạ_miệng đảm_bảo_vệ ưng
20681,1.0,ngã đắt địa huỳnh tấp_nập cà_phê tối_giản dễ_chịu thoáng tiếp_diện không_chuyển tự_nhiên trồng ngắm đam uống không_quá dược kĩ_lưỡng hướng công_nghiệp cà_phê nấu cảm_giác uống trở_về thân_thuộc yêu_thương trò_chuyện gía
34183,1.0,nan
5269,1.0,đào thơm mát uống
713,1.0,tuyệt
10867,1.0,sơn tân rộng_rãi cánh_gà nướng nướng thích nướng phết mặn mặn thích nhiệt_tình thèm ghé
3390,1.0,không_ạ phô hàn mềm cảm_giác béo_ngậy
42524,1.0,đắn_đo mãi ăn_ở liệt cơ_quan bát_sứ thành tiện cổ rộng_rãi mát liệt teehee nóng lạnh tiện ngắm kê vằn_thắn vật_vã sủi_cảo phết xắt đùng khuyến_mãi yêu_thương
20685,1.0,thơm không
32372,1.0,lạ dễ_thương
15080,1.0,đông uống ổn không_trên thoáng mát không_đông thích nhiệt_tình ổn
15186,1.0,chuẩn một_chút ấm_bụng
21491,1.0,huế dễ_thương thử trôi nước_chè đậu đánh hẳn nước_dừa béo ướp nhân bánh_bèo bình_thường mặn bánh_nậm đem
37918,1.0,hầu_như chạy gía rẽ đồ_ăn không_ăn căng đậm_đà không_ăn nhiệt_tình
35450,1.0,nước_cất hàng sống ảo tttp ngày_đàng hàng công_sức trải_nghiệm
12860,1.0,đề_cử lạt ghé trải_nghiệm thực_hư cười cộng bày hàn không_mát rộng_rãi thuê phục chụp uống thương_yêu trừ
19253,1.0,thoải_mái nhiệt_tình tháp uống tháp tháp uống đa_dạng lạ ghé
1499,1.0,nan
35053,1.0,đổi xuất thơm_phức thích trông bọc thơm thơm tưởng
31828,1.0,dulee uống tiếp uống béo thơm đẹp_mắt đậm_đà uống lạnh hút múc trân_châu hút hút hấp_dẫn thử
34216,1.0,yên_tĩnh nói_chuyện trịnh tíc tắc bính chạy đồ_cổ
15933,1.0,cà_phê thoải_mái ấn_tượng mát_mẻ thư_giãn thoải_mái đẹp giá_cả hợp_lý yên_tĩnh nhẹ_nhàng không_xô ồn_ào đẹp thân_thiện
3633,1.0,rủ sơn sửa không_rất sạch mát thơm rộng_rãi tô khô tô hủ_tiếu trộn hào tươi thơm nấu khô khô hương_vị đặc_trưng đậm_đà mềm sạch mỏng hiền khều mèo tặng giá_cả hoành_tráng bán_rẻ chất_lượng
33842,1.0,thèm trực_chỉ tân thẳng tiến review bạch_tuộc lá_lốt đứng đông bạch_tuộc tươi hòa_quyện tròn_xoe tuyệt_vời sốt mềm_nhũn viên lá_lốt giá_như vũng_tàu sữatha
20245,1.0,lào hợp gác_bếp tuyệt_cú
11469,1.0,thơm uống chất_lượng đồng_tiền uống lựa_chọn thươngcười tốt thích thích thích
7936,1.0,nhân sốt
29563,1.0,chạy hậu dễ_dàng bắt_gặp trải yên_tĩnh thoáng mát rộng dưỡng trò_chơi tưởng_tượng sơ_sài đừng nhạt_nhẽo nêm lạnh đừng thử một_mình gửi đánh hấp_dẫn kéo không_tốn gửi
43560,1.0,rán cocacola cực_kỳ_viên thèm rán tiện rán sả thấm xé ừng_ực thích cười tạm nghỉ
44238,1.0,thử đông_đúc kĩ sát sát không_quán dễ_thương đồ_ăn lạ lắc dẻo mềm cực thích mềm tuyệt_vời giá_cả mắc bù lăn không_nổi né tặng
43742,1.0,yên_tâm
12522,1.0,cộng đẹp_vực quá_trời hải_sản trừ phục_vụ
32646,1.0,lựa_chọn văn_phòng trương tặng rut thử dẻo mềm thực_đơn nướng lụi ướp ngấm sốt chất_lượng
33242,1.0,cổ_điển mọc ngoại_ngữ cúc dại không_ở bày chê chụp đẹp mưa đẹp thích_hợp học thân_thiện ủng_hộ dài_dài ngoại_ngữ thử đẹp
44324,1.0,mời uống cười nóng_nực thèm uống lạnh mát cười uống nước_ép tố trái_cây cười mát đẹp
39597,1.0,thích thích hợp_lý
7926,1.0,khuyến_mãi thử đáo khuyến_mãi
13688,1.0,phụ
29148,1.0,hợp_lý xiên kèm băm bơ nướng hợp_lý lựa_chọn quẹt airpay tiện
29257,1.0,trí rộng_rãi bảo_vệ trông cảm_tưởng cá_hồi châm hờ_hững đông không_cho giá_cả uống tạm nướng
30187,1.0,rẻ chất_lượng nướng hấp_dẫn
34993,1.0,nhân bánh_hơi mặn mưa đông mải_miết
44055,1.0,đối_diện xả dê thích đặc nhật họp gác mát_mẻ
16292,1.0,review ghé thử dễ_thương lịch_sự lạng nói_chuyện không_kém béo ngán tựu
31469,1.0,cực_kỳ đẹp dễ_thương nhiệt_tình nhắn nhiệt_tình không_lấy
13346,1.0,đóng_gói bì kỹ_lưỡng_hình đẹp thử tặng pía mặn mặn thơm thơm lạ thích sầu_riêng thơm ghé_shop tiếp
36757,1.0,kêu thương
20054,1.0,ghé nhiêu review ghé sửa_sang sạch_sẽ bắt_mắt tiềm tiềm bồ_câu nêm nếm tiềm tiềm mềm kèm trụng phục_vụ nhiệt_tình sạch_sẽ ăn_vặt lạ lạ thử
39549,1.0,lười phát_hiện thử tưởng vả cười_cười ổn dẻo ấm ấm béo béo cực hợp lạnh thích thích thích giá_cả rẻ
30172,1.0,bẩn oknhưng bẩn vớ
295,1.0,xối lựa đùi kèm nước_mắm tương chấm
37548,1.0,đẹo chảnh uống không_sang chảnh mặc_dù nghiên ohair xếp_hàng nấu thử đu
35791,1.0,sợ crepe hẳn tiếc không_nhiều thành í lấn_át sầu_riêng toàn sầu_riêng cảm_giác ngán lừa
40318,1.0,tươi_sống thưởng_thức tươi ạhôm ghé thưởng_thức tươi sốngcách đặc_trưng tươi_sống tách chờ nuốt miếnggiá thành xamình ghé nhà_hàng thưởng_thức
14079,1.0,mời ăn_ở viết khảo gần_gũi mát kết_hợp không_rất mặc_dù xế_chiều lẫu mát không_quá gắt thái chế_biến thành nhồi béo không_là thử
8933,1.0,uống vàng_đá cười_cười_cười
12977,1.0,đông kiếm ngắm chất_lượng phục_vụ tốt
11911,1.0,rẻ thích_hợp học
38422,1.0,ăn_vặt rủng_rỉnh rẻ rẻ nhập rẻ thập_cẩm bạch_tuộc thòm_thèm
22874,1.0,hẳn thích sụn sụn cắn thơm nuốt giòn mềm mềm quấy ruốc lạc nóng_hổi nóng_bỏng đặc loãng thành
21251,1.0,nổi_tiếng bây_giớ okaykiểu thích đẹp mới_lạ độc đào yêu cầuquán đương nhầm
36102,1.0,chuyên đầy_đặn tươi thích váng đậu không_bị thoáng mát nhiệt_tình thoải_mái ghé
15518,1.0,thực_chất đại_lý chuyên bán_sỉ nóng thích uống bày thạch chất_lượng ổn
33541,1.0,cười thổi thích thích thích thân_thiện yêu trừ thuận_tiện
40224,1.0,chất_lượng
7957,1.0,bánh_mì áp_chảo lạ ghé thử bánh_mì nóng bánh_mì bắp_cải tím đậu đỡ ngán ướp xào đếm không_rẻ lạ
27308,1.0,thân_thiện
7684,1.0,tuyệt_vời cười
4180,1.0,ướp dịch_vụ nóng_hổi
12832,1.0,nan
37390,1.0,đối_diện sát chất_lượng rẻ sạch_sẽ chất_lượng miễn chê rẻ nhân_trần học
18587,1.0,thạch rẻ đậu kêu tuyệt_vời rẻ hợp nhiệt_tình phục_vụ liền
14430,1.0,nướng tiện siêu_thị nướng rộng giáp_mặt phục_vụ đông không_ở tụ_tập chê
33604,1.0,mờ ngán xiên
1876,1.0,tuyệt_vời không_thoáng mát thích_hợp thư_giản
33703,1.0,bình_thường không_nhỏ nhiệt_tình tốt hộp pudding uống uống uống uống không_nên không_lại
36438,1.0,ổn tiện yên_tĩnh open lịch_sự thức_uống dark uống lạ_miệng chủ_yếu đỏ chủ_đạo hẳn đẹp ổn seasonal đẹp
33465,1.0,nướng ướp nê ủng_hộ tiếp
26726,1.0,truyền_thống bánh_đa thơm nhiên phục_vụ chậm nội_bộ nối_đuôi xếp_hàng mường giòn nướng đẹp hiện_đại cưới_hỏi
21175,1.0,sát lận phân_vân ghé sạch_sẽ trộn phú ăn_vặt tép bánh_tráng nướng hành xào ngấm ngán nướng thân_thiện đợi
5836,1.0,chất_lượng ổn vị trình_bày thực_đơn đa_dạng xế phục_vụ trẻ phục_vụ nhẹn ổn ấm_cúng thích_hợp địa_điểm
37251,1.0,hải_phòng không_thiếu thịt_nướng chả_mực chả_cốm chưaa truyền rộng sạch_sẽ thích kèm lựa_chọn thích nở nhiệt_tình
32798,1.0,khổ tart nghiện cắn miếng dậy béo bùi toàn mặt_đường thuận_lợi thèm lội nhâm
37000,1.0,thích chả_mỡ rẽ đợi hên đông chảnh sợ đô_thị
44207,1.0,mátnhân viên phục_vụ tươi_sống mùi_vị ghé nhà_hàng
16326,1.0,nướng ấn_tượng thương rộng_rãi thoáng mát nhiệt_tình nướng
14196,1.0,mềm
33617,1.0,giảm_giá uống thử lài lạ lạ thơm thơm béo béo khuyên chân_thành thử
37258,1.0,dạo nổi trúc thực rộng_rãi trí áo_dài đèn_lồng cửa_sổ không_đông kiều_mạch uống thơm thích béo_ngậy cực_kỳ thích sống ảo săn tương_đối nhẹ_nhàng phục_vụ bưng lửng phục_vụ bày giấy_ăn cảm_giác sơ_sài khuất rộng đẹp không_rẻ uống
37387,1.0,ổn đẹp đáo liên_hệ đông cám_ơn
25504,1.0,sẵn kèm sắp_xếp trí đẹp_mắt lâu_đời kamakura tồn_tại đặc_trưng nhật thưởng_thức bento
24906,1.0,âm ánh_sáng tuyệt_vời phức_tạp thư_giãn
7497,1.0,thèm cười bánh_mì nóng ấm bỏng ngòn_ngọt yêu kết_hợp chê thoải_mái mát_mát vắng vắng thích
11513,1.0,ghé nóng tấp vô không_bên trẻ dễ_thương thân_thiện uống đào lài trắng sựt rẻ quét giá
39261,1.0,lí_tưởng một_chút rộng_rãi thoải_mái thực đon lạ độc_đáo hấp_dẫn chế_biến lọc trộn mềm đậm_đà hợp hấp_dẫn ưng
33245,1.0,đẹp toàn hét đắt chậm thích dầm thích thích thích thích
24097,1.0,đù sóc thơm khác_biệt khô
640,1.0,không_vì bớt không_kém dính thành nguyên bể tuyệt_vời mặt_trời satế tương_ớt giá_cả ổn chèo giật bắt vô ăn_đường mở_cửa hiệu_ứng đông chiên kêu không_được_vệ khắc_phục
24646,1.0,uống đam nhẹ thơm mềm mát cực mát_mẻ yên_tĩnh tận_tình chêm
36957,1.0,ngọc chuyên phục_vụ thiên_nhiên
28502,1.0,thích_thú bánh_ngọt luồn chie lọt_thỏm ghê chới đồ_uống vợ_chồng hầm_mộ ý_định đổi đổi đổi chấm
2762,1.0,hổng review khổ_công viết tươi hợp thích cười nhẹ_nhàng dị cám_ơn yêu đọc nàycười
26470,1.0,xí cười nổi_tiếng rộng thích lững đông khô chổ đẹp thích ấm hẳn chúc_mừng sát ngắm lạt bình_yên nhở cười uống bình tùy
6520,1.0,sâu_rộng nêm nếm thử ấn_tượng gỏi tươi mềm béo béo giá_cả có_lẽ đông phục_vụ không_kịp phait
16443,1.0,thoáng mát rộng_rãi đá cực sướng
41149,1.0,tết_tây film thưởng_thức shithehe mập đứng thơm ưu_điểm không_bị nở chuyên_nghiệp bấm_giờ nướng yếu chờ vắng đông chờ kiên_nhẫn tương_tự bình ghé
13883,1.0,đuọc giới_thiệu kế nướng bếp_lò đợi nóng tẩm ướp gói thơm ngào_ngạt hợp_lý
38695,1.0,nguyên dọc tận_tình đẹp rộng trí đẹp vắng khoái đậm đậm uống
21999,1.0,rộng mát_mẻ
34213,1.0,tiện ghé thử hài_lòng bít mềm thơm
19965,1.0,kế rộng gấp kín ghẹ tươi luộc thơm_phức hẹ kèm hợp không_quá không_quá dặn tiêu vị gắt sting sạch tiềm đắc sát ghé
44411,1.0,môt cưng nhoa yêu
19128,1.0,hẹn uống tặng tầng thoáng mát sạch_sẽ hoạt_bát đợi mà_còn
27216,1.0,đà ghé hợp giá_cả thơm lạnh
9597,1.0,tưởng thế_hoá nhiệt_tình đứng ghẹ ổn cảm_giác nhạt xíu thơm không_hẳn chả_thấy ghẹ tốt thử
19366,1.0,sầm hiếm hẹn ghé vô bún_chả nè nấp không_khá cực_kỳ sống ảo bún_chả chấm kích_thích bể giòn béo thơm ngấy mơ tắc
19106,1.0,nước_lèo không_đậm cháy gỏi phục_vụ
43010,1.0,thích kèm sốt mềm sốt béo thích khô
18283,1.0,trân_châu thơm không_ngọt không_đậm
17367,1.0,cực cá_nục thấm xả chiên hài_lòng vắng đông bí
43271,1.0,không_rộng đẹp
38233,1.0,ăn_nóng lắc chiên giòn lắc không_giống chiên thích tốt_đáo giá_cả thoáng bàn_ghế
15985,1.0,nan
11409,1.0,ghê chạy khuyến_mãi quên bánh_mì không_và bánh_đậu_phộng bánh_mì nóng thơm chấm sốt thích bánh_mì không_lắm khô rẻ tiến không_lắm bánh_mì
17723,1.0,miêu_tả thích uống hợp kén hợp mần uống đọ uống thử toàn béo hợp uống liền kịp nhè_nhè nhẹ_nhàng chủ_yếu
39874,1.0,nan
9429,1.0,lạ
875,1.0,lịch trải_nghiệm hà nhà_thờ tụ_tập đá rẻ đào không_sợ đuổi đào miếng đào ỉu lạ có_lẽ ngâm thành bồ_câu nóng
33400,1.0,giá_thành quán_cóc nhẹ_nhàng
26356,1.0,mắm_nêm phục_vụ nhiệt_tình giới_thiệu mềm xoài yourt trừ chạy chậm chú_ý
35609,1.0,ghé hẹn đồng_nghiệp nhậu vô ngại ngại kêu chóng ấn_tượng nêm mềm lâu_đời nhiêu
6880,1.0,chạy thích sẵn hẹn hẹn địa_chỉ đẹp kiếm hụt rộng dắt giùm hụt thành rộng_rãi hình_như tông trắng chiếm òi thạch vệ quá_trời thả chán không_nhiều không_thấp thây hợp_lý xí_muội trân_châu đen ghê đồ_uống tạm không_dở không_ấn nhấn dễ_thương thích ghé
22261,1.0,ăn_ở bảngvừa lạc tiêm kế nấu xào ngỡ_ngàng đứng chờ chạy nấu thôiđầu dở chiên khô dở_tệ không_như chiên fồng hơnnước không_mặn không_lấy không_thấy cật kêu sườn nóng không_khôăn vừa_ý xào xì ngonngàoi không_mà kêu thử nàytóm chất_lượng hợp caonhưng chờ lâuthân
27724,1.0,cộng bổ rẻ đâm đặc trừ
8064,1.0,hợp_lí đẹp
8798,1.0,trương trình đồng_giá thoáng bình_dân đắt nhắc
6860,1.0,đông rãi ổn miến chất_lượng xào không_bị hợp gỏi ngán tươi nhỉnh tương_xứng không_sang cực_kì
4551,1.0,lạ_miệng hăng êm_dịu dễ_chịu rẻ mắc uống thử nghiện thử uống đắt
12817,1.0,rẻ thơm không_bị đông muộn muộn kiến học
31371,1.0,thân_thiện bánh_bèo bánh_ướt tạm ổn ngấy
10479,1.0,uống dạo lử đông đông kêu giả_điếc mệt trân_châu đen trân_châu mềm uống uống sấy bình_thường nhánh rộng không_thoải ghé ủng_hộ
30862,1.0,nướng tư_vấn phô trứng_muối bơ sợ lừa_hoá xĩu trưnga thơm béo không_ngấy phô béo_ú bánh_mì tỏi nhà_hàng rẻ rẻ mất_hồn nướng không_mát mẻ bù đồ_ăn chấp_nhận
35313,1.0,mắc mùng đông nhiên tốt thái_độ không_hề hỉ ăn_vặt phật nhẹ_nhàng
39968,1.0,mê nổi đậu kéo chụp đỗ hụp trà đánh lém léo chụp khổ
24211,1.0,nướng nướng tảng sườn đen hấp lẩu
40736,1.0,dịp giới_thiệu ghé cực giá_cả dễ_thương thoài thành tâm_thành_phố ghé tiếp
36198,1.0,mềm kèm thơm trắng rút bớt chất_lượng đồng_đều đóng_gói sốt ví_dụ vận_chuyển chào nhem_nhuốc ủng_hộ đổi
6202,1.0,hạnh đổi cưquận thích review cập hạnh tuỳ giò gân lăn bắt nặn muối_tiêu nhẹ_mình cười banhcanhcuahanh
33156,1.0,ấm ăn_lận xé ướp thơm nhức
19308,1.0,ấn_tượng đáo rãi đẹp giá_cả
35059,1.0,vô_tình thử chờ không_khó vỡ gắp cảm_giác tươi nước_chấm hợp
17359,1.0,tươi chất_lượng sạch_sẽ
35347,1.0,lạt đói_bụng chạy kêu bánh_cuốn lạnh nóng chất_lượng ghé cũ kế nhỏ_xíu
8341,1.0,nêm nếm vừa_miệng ghé phục_vụ đổi đổi
42246,1.0,thơm chuẩn
42203,1.0,thích thử yêu đậu_phụ cuộn nướng thơm sốt miến xào đậm_đà rẻ lém
2115,1.0,trân_châu dẻo thiết_kế thoải_mái
9458,1.0,đông chịu_khó chờ một_chút đông chờ_đợi đợi cộng hết_mình đồ_ăn gía rẻ ấn_tượng chà bá chảng chiên nhiên không_thích sơ_chế bóc nhân
43015,1.0,nộm chiên tào_phớ ốc bât phomaique tốt thoáng mát giá_cả ngonyêu
17856,1.0,đắc_địa uống ngắm uống ngắm quán_thế đẹp trở
9815,1.0,lạt ấm_bụng hiền_hòa bánh_mì
32641,1.0,đút nóng tốt cơm_dẻo lăn chiên ngán trộn dấm gắt chất_lượng
9327,1.0,học hotteen vô uống toàn hotteen khó_chịu
13210,1.0,bánh_mì nóng nóng giòn chiên nóng bánh_mì thơm mưa lạnh béo không_ngấy chán mềm đối_diện nguyễn bánh_mì
22444,1.0,trí chấp_nhận dễ_thương tạm gừng uống nồng
11493,1.0,ghé gía không_đắt tạm chấp_nhận thích xúc_xích tức nhiên đóng lười ghé thử
30443,1.0,đường_hẻm đèn_hiệu ngắn không_ở cực_kì thoáng mát chứa chòi chóng ổn
42742,1.0,nổi_tiếng rùi có_lẽ đông cực miễn_phí update khảo tôm_sú lạng chậm đông thông_cảm ghé biên
28201,1.0,biên phủ thích thoáng mát đông không_cảm chật hải_sản tẩm ướp tươi đa_dạng cá_hồi lựa_chọn
6712,1.0,thân_thiện nhiệt_tình không_thoáng đông lịch_sự không_xô không_ăn tươi chế_biến tươi_sống tôm_hùm ghẹ giá_cả ghé
21099,1.0,đại cách_thức_uống khác_biệt
7746,1.0,dễ_thương chụp đồ_uống tuyệt_vời cộng hút bảo_vệ môi_trường hoàn_hảo cười
720,1.0,không_nằm rộng cạn nguyên nước_lèo tiện há chất_lượng nêm cảm_giác béo giòn đặc hén tương_đối thân_thiện
8515,1.0,yêu căng uống cười sạch_sẽ sống ảo yêu
17417,1.0,nghiện béo hiếm review nhân ướt thử cười_cười dè bánh_bèo nhỉnh nóng thơm nhân cực chúc_mừng béo ổn thơm
20855,1.0,mưa mát lạnh hợp_nhất húp xì_xụp thích trộn không_giờ từ_chối trộn thính sống bánh_đa chấm chả_còn buồn thính thường_kiệt swear mẹt chập độ hợ nhiệt_tình sởi
23462,1.0,béo đậm_đà
29324,1.0,lạc thiết xíu_mại cá_nục hẳn lạt dẻo dẻo giòn cút dễ_thương cực nướng bánh_tráng nướng dày lịch
32332,1.0,thưởng_thức
20991,1.0,ẩm_thực hữu phước thử xuất_sắc
41235,1.0,thề thái cực hợp đập nghiện
39922,1.0,kết_hợp đậm_đà tươi lựa_chọn nhiệt_tình thươngsẽ ủng_hộ
12557,1.0,nan
8038,1.0,bàn chuổi cần_thơ thương_hiệu cơ_sở_vật_chất chấp_nhận sạch_sẽ phục_vụ tốt chuyên_nghiệp thích ghé nguyễn_thái_học tiện
10818,1.0,mọc đồn mọc nghẻ thử bát mọc rẻ ăn_nói ổn thích vị_giác hẳn mọc sườn khô không_đòi thử
34718,1.0,hàng nổi yên_tâm ghé đựng bịch hâm chút_nữa tách hến ốc_móng tô hương_vị vắt vô
15316,1.0,nhậu tà khô đoàn_thể đông
39589,1.0,chất_lượng giòn khắc_phục nấu khô nấu nhão
22125,1.0,nẵng yêu cảo chiên thầu chiên xếp chiên xì hấp nóng xì nóng uống kèm
28479,1.0,chất_lượng ổn nước_chấm không_tìm
38260,1.0,chảnh đông vô ổn giá_cả chất_lượng cúng chảnh chấp_nhận thử mix thử lẹ ổn
7229,1.0,mắm_tép trưng ổn cộng đồ_ăn
